Name,Author,Pub Year,ISBN-13,Publisher,Imprint Publisher,BookType,Primary Genre,Genres,Ficiton/non-fiction,Series,Volume,Unit Price,Page number,Language,Read by Stinky,Read by Matt,QTY,To/From
Against The Loveless World,Susan Abulhawa,2020,9781526626400,Bloomsbury,Bloomsbury Circus,Proof,Modern & Contemporary Fiction,Political Fiction,Fiction,0,na,n/a,364,English,0,0,1,
Call me by your name,Andre Aciman,2017,9781786495259,Grove Atlantic,Atlantic books,Paperback,Modern & Contemporary Fiction,"Romance, drama, coming-of-age",Fiction,0,na,£8.99,248,English,1,0,1,
The Hitchhikers guide to the galaxy,Douglas Adams,1979,330258648,Pan,Pan,paperback - A format,Science Fiction,"Young Adult, Science Fiction, Fantasy",Fiction,0,na,£0.90,159,English,1,0,1,
Half of a Yellow Sun,Chimamanda Ngozi Adichie,2017,9780007200283,Harper Collins,4th estate,Paperback,Historical Fiction,"Novel, Historical Fiction, Political Fiction",Fiction,0,na,£8.99,433,English,0,0,1,
Ghosts,Dolly Alderton,2020,9780241434543,Penguin Random House ,Fig Tree,hardback,Romance,"Fantasy Romance, Modern & Contempary",Fiction,0,na,£14.99,338,English,1,0,1,
A Long Petal Of The Sun,Isabel Allende,2020,9781526615909,Bloomsbury,Bloomsbury,Hardback,Historical Fiction,Historical Fiction,Fiction,0,na,na,311,English,0,0,1,
Violeta,Isabel Allende,2022,9781526648358,Bloomsbury,Bloomsbury,Proof,Historical Fiction,Historical Fiction,Fiction,0,na,na,319,English,0,0,1,
Carmen and Grace,Melissa Coss Aquino,2023,9781837931224,Bloomsbury,Head of Zeus,Proof,Modern & Contemporary Fiction,"Coming-of-age, Mystery, Domestic Fiction",Fiction,0,na,na,389,English,0,0,2,
The Leviathan,Rosie Andrews,2022,9781526637345,Bloomsbury,Raven Books,Proof,Historical Fiction,"Historical Fiction, Fairy Tale",Fiction,0,na,na,306,English,1,0,1,
Violeta,Isabel Allende,2022,9781526648341,Bloomsbury,Bloomsbury,Hardback,Historical Fiction,Historical Fiction,Fiction,0,na,£16.99,320,English,0,0,1,
Falling Animals,Sheila Armstrong,2023,9781526635846,Bloomsbury,Bloomsbury Circus,Proof,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,0,na,na,229,English,0,0,1,
Conjure Women,Afia Atakora,2021,9780008293956,Harper Collins,4th Estate,Paperback,Historical Fiction,"Historical Fiction, Literary Fiction",Fiction,0,na,£8.99,400,English,0,0,1,
The Handmaid's Tale,Margaret Atwood,1996,9780099740919,Random House,Vintage,Paperback,Classic Fiction,Dystopian Fiction,Fiction,The Handmaid's Tale,1,£7.99,324,English,1,0,1,
Red Queen,Victoria Aveyard,2015,9781409150725,Hachette,Orion,Paperback,Young Adult,"Young Adult, Fantasy",Fiction,Red Queen ,1,£7.99,388,English,1,0,1,
13 Ways of Looking at a Fat Girl,Mona Awad,2020,9781789540826,Bloomsbury,Head of Zeus,Paperback,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,0,na,£8.99,238,English,0,0,1,
"October, October",Katya Balen,2020,9781526601902,Bloomsbury,Bloomsbury Children's Books,Paperback,Children's & Teenage,"Middle Grade, Family & Home",Fiction,0,na,£6.99,290,English,0,0,1,
Voices of the Lost,Hoda Barakat,2021,9781786077226,Oneworld Publications,Oneworld Publications,Paperback,Modern & Contemporary Fiction,Fiction in translation,Fiction,0,na,£12.99,197,English,0,0,1,
This Wicked Fate,Kalynn Bayron,2022,9781526650726,Bloomsbury,Bloomsbury YA,Paperback,Young Adult,"Young Adult, Fantasy Romance",Fiction,This Poison Heart,2,£7.99,307,English,0,0,1,
Alex's Adventures in Numberland,Alex Bellos,2011,9781408809594,Bloomsbury,Bloomsbury,Paperback,Popular Science,Mathematics,Non-Fiction,0,na,£8.99,448,English,0,0,1,
The Peace of Wild Things,Wendell Berry,2018,9780141987125,Penguin Random House,Penguin Books,Paperback,Poetry,Poetry,Poetry,0,na,£8.99,134,English,0,0,1,
What Color is Your Parachute?,Richard N. Bolles,2021,9781984857866,Penguin Random House,Ten Speed Press,Paperback,Careers,"Economics, Careers",Non-Fiction,0,na,£15.99,343,English,0,0,1,
Wuthering Heights,Emily Bronte,1995,9780141439556,Penguin,Penguin,Paperback,Classic Fiction,Classic Fiction,Fiction,0,na,£4.99,353,English,1,0,1,
Toffee,Sarah Crossan,2019,9781526613943,Bloomsbury,Bloomsbury YA,Proof,Children's & Teenage,Childrens And Teenage,Fiction,0,na,na,400,English,0,0,1,
Tomorrow is Beautiful,Sarah Crossan,2021,9781526641892,Bloomsbury,Bloomsbury YA,Hardback,Poetry,Poetry,Poetry,0,na,£12.99,265,English,0,0,1,
Vox,Christina Dalcher,2019,9780008300678,Harper Collins,hq,Paperback,Modern & Contemporary Fiction,"Thrillers, fantasy, modern and contempary fiction",Fiction,0,na,£8.99,388,English,0,0,1,
The Selfish Gene,Richard Dawkins,1989,9780199291151,Oxford University Press,Oxford University Press,Paperback,Popular Science,"popular science, mathematics, evolution, biology and life sciences",Non-Fiction,0,na,£8.99,359,English,0,0,1,
The start of something,Miranda Dickinson,2022,9780008440756,Harper Collins ,hq,Paperback,Romance,"Thriller, contempary romance",Fiction,0,na,£8.99,391,English,1,0,1,
No Life for a Lady,hannah dolby,2023,9781804544365,Bloomsbury,Head of Zeus,Proof,Historical Fiction,"Historical Romance, historical fiction",Fiction,0,na,£16.99,355,English,1,0,1,
A visible Man,Edward Enninful,2022,9781526641540,Bloomsbury,Bloomsbury,Proof,Memoirs,"Memoirs, biography and true stories, Fashion and Beauty, Career",Non-Fiction,0,na,na,275,English,1,0,1,
"girl, woman, other",Bernardine Evaristo,2019,9780241984994,Penguin,Penguin,Paperback,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,0,na,£8.99,453,English,0,0,1,
Settlers,Jimi Famurewa,2022,9781472991577,Bloomsbury,Bloomsbury continuum,Proof,History ,"Social and cultural history, society and culture",Non-Fiction,0,na,na,290,English,0,0,1,
Nothing Special,Nicole Flattery,2023,9781526612137,Bloomsbury,Bloomsbury,Proof,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,0,na,na,230,English,1,0,1,
The Story of Russia,Orlando Figes,2022,9781526631763,Bloomsbury,Bloomsbury,Trade Paperback,History ,"History, Russian Revolution",Non-fiction,0,na,£14.99,348,English,0,0,1,
The Guest List,Lucy Foley,2020,9780008297190,Harper Collins,na,Paperback,Crime & Mystery,"Crime, Thriller",Fiction,0,na,£8.99,375,English,1,1,1,
Heroes,Stephen Fry,2019,9781405940368,Penguin Random House,Penguin Books,Paperback,Myths & Legends,Classical Mythology,Fiction,Stephen Fry's Greek Myths,2,£8.99,475,English,0,0,1,
Troy,Stephen Fry,2021,9781405944465,Penguin Random House,Penguin Books,Paperback,Myths & Legends,Classical Mythology,Fiction,Stephen Fry's Greek Myths,3,£10.99,411,English,0,0,1,
Mrs. Harris Goes to Paris,Paul Gallico,2022,9781526646620,Bloomsbury,na,Paperback,Classic Fiction,Classic Fiction,Fiction,Mrs. 'Arris,1,£8.99,306,English,0,0,1,
Eat Pray Love,Elizabeth Gilbert,2007,9780747585664,Bloomsbury,na,Paperback,Memoirs,"General Autobiography, Travel Writing",Non-fiction,0,na,£9.99,349,English,0,0,1,
City of Girls,Elizabeth Gilbert,2020,9781526619808,Bloomsbury,na,paperback - A format,Modern & Contemporary Fiction,"Modern & Contemporary Fiction, Historical Fiction",Fiction,0,na,£6.99,495,English,0,0,1,
Afterlives,Abdulrazak Gurnah,2021,9781526615893,Bloomsbury,na,Paperback,Modern & Contemporary Fiction,War & Combat Fiction,Fiction,0,na,£8.99,275,English,0,0,1,
Mischief Acts,Zoe Gilbert,2022,9781526628800,Bloomsbury,Bloomsbury Circus,Hardback,Historical Fiction,"Myths & Legends, Contemporary Historical Fiction",Fiction,0,na,£17.99,432,English,0,0,2,
The Wind in The Willows,Kenneth Grahame,1994,9780140366853,Penguin Group,Puffin Books,Paperback,Classic Fiction,Classic Children's Fiction,Fiction,0,na,£1.99,242,English,0,0,1,
The Librairian of Auschwitz,Antonio Iturbe,2019,9781529104776,Penguin Random House,Ebury Press,Paperback,Historical Fiction,"Historical Fiction, WWII",Fiction,0,na,£8.99,445,English,0,0,1,
Never Greener,Ruth Jones,2018,9780593078075,Penguin Random House,Transworld,Trade Paperback,Romance,Romance,Fiction,0,na,£12.99,403,English,1,0,1,
Summer at Sandcastle Cottage,Christina Jones,2021,9781786157287,Hachette,Headline,Paperback,Romance,Romance,Fiction,0,na,£9.99,239,English,0,0,1,
At Certain Points We Touch,Lauren John Joseph,2022,9781526631305,Bloomsbury,Bloomsbury,Proof,Modern & Contemporary Fiction,"Modern And Contemporary Fiction, LGBTQ, literary fiction",Fiction,0,na,na,370,English,0,0,1,
As Long As The Lemon Trees Grow,Zoulfa Katouh,2022,9781526648525,Bloomsbury,Bloomsbury,Proof,Young Adult,"YA, romance",Fiction,0,na,na,415,English,1,0,1,
This is Going to Hurt,Adam Kay,2018,9781509858637,Pan Macmillan,Picador,Paperback,Memoirs,"Medical, Memoir",Non-fiction,0,na,£8.99,277,English,1,1,1,
Twas the Nightshift Before Christmas,Adam Kay,2019,9781529018585,Pan Macmillan,Picador,Hardback,Memoirs,"Medical, Memoir",Non-fiction,0,na,£9.99,143,English,0,0,1,
the sun and her flowers,Rupi Kaur,2017,9781471165825,Simon & Schuster,Simon & Schuster,Paperback,Poetry,Poetry,Poetry,0,na,£12.99,248,English,0,0,1,
milk and honey,Rupi Kaur,2015,9781449474256,Andrews McMeel Publishing,Andrews McMeel Publishing,Paperback,Poetry,Poetry,Poetry,0,na,£9.99,204,English,1,0,1,
Not A Wake,Michael Keith,2010,9780963009715,Vinculum Press ,Vinculum Press ,Paperback,Popular Science,Mathematics,Non-fiction,0,na,na,101,English,0,0,1,
Forging Silver into Stars,Brigid Kemmerer,2022,9781526645746,Bloomsbury,Bloomsbury,Paperback,Young Adult,"YA, Fantasy, Romance",Fiction,0,na,£8.99,542,English,0,0,1,
Defy the Night,Brigid Kemmerer,2021,9781526632807,Bloomsbury,Bloomsbury,Proof,Young Adult,"YA, Fantasy, Romance",Fiction,Defy the Night,1,na,448,English,1,1,1,
Defend the Dawn,Brigid Kemmerer,2022,9781526644626,Bloomsbury,Bloomsbury,Paperback,Young Adult,"YA, Fantasy, Romance",Fiction,Defy the Night,2,£8.99,429,English,0,0,1,
A Curse So Dark and Lonely,Brigid Kemmerer,2019,9781408884614,Bloomsbury,Bloomsbury,Paperback,Young Adult,"YA, Fantasy, Romance",Fiction,Cursebreaker,1,£7.99,501,English,0,0,1,
A Heart So Fierce and Broken,Brigid Kemmerer,2020,9781408885086,Bloomsbury,Bloomsbury,Paperback,Young Adult,"YA, Fantasy, Romance",Fiction,Cursebreaker,2,£7.99,450,English,0,0,1,
A Vow So Bold and Deadly,Brigid Kemmerer,2021,9781526613820,Bloomsbury,Bloomsbury,Paperback,Young Adult,"YA, Fantasy, Romance",Fiction,Cursebreaker,2,£7.99,405,English,0,0,1,
Hood Feminism,Mikki Kendall,2020,9781526622792,Bloomsbury,Bloomsbury,Proof,Feminist Theory,Feminism ,Non-fiction,0,na,na,267,English,0,0,1,
The End of the World is a Cul De Sac,Louise Kennedy,2021,9781526623270,Bloomsbury,Bloomsbury,Hardback,Short Stories,Short stories,Fiction,0,na,£14.99,286,English,1,0,1,
Trespasses,Louise Kennedy,2022,9781526623324,Bloomsbury,Bloomsbury,Hardback,Modern & Contemporary Fiction,Modern And Contemporary Fiction,Fiction,0,na,£14.99,311,English,1,0,1,
Black Wolf,Kathleen Kent,2023,9781804547885,Bloomsbury,Head of Zeus,Proof,Historical Fiction,"Historical Fiction, Cold War",Fiction,0,na,na,385,English,0,0,1,
Kingdom of Ash,Sarah J. Maas,2019,9781547604388,Bloomsbury,Bloomsbury,Miniature Edition,Fantasy,"Fantasy Romance, Contemporary Romance",Fiction,Throne of Glass,7,£12.99,980,English,1,1,1,
Tower of Dawn,Sarah J. Maas,2019,9781547604371,Bloomsbury,Bloomsbury,Miniature Edition,Fantasy,"Fantasy Romance, Contemporary Romance",Fiction,Throne of Glass,6,£12.99,660,English,1,1,1,
Empire of Storms,Sarah J. Maas,2019,9781547604364,Bloomsbury,Bloomsbury,Miniature Edition,Fantasy,"Fantasy Romance, Contemporary Romance",Fiction,Throne of Glass,5,£12.99,689,English,1,1,1,
Queen of Shadows,Sarah J. Maas,2019,9781547604357,Bloomsbury,Bloomsbury,Miniature Edition,Fantasy,"Fantasy Romance, Contemporary Romance",Fiction,Throne of Glass,4,£12.99,645,English,1,1,1,
Heir of Fire,Sarah J. Maas,2019,9781547604340,Bloomsbury,Bloomsbury,Miniature Edition,Fantasy,"Fantasy Romance, Contemporary Romance",Fiction,Throne of Glass,3,£12.99,562,English,1,1,1,
Crown of Midnight,Sarah J. Maas,2019,9781547604333,Bloomsbury,Bloomsbury,Miniature Edition,Fantasy,"Fantasy Romance, Contemporary Romance",Fiction,Throne of Glass,2,£12.99,418,English,1,1,1,
Throne of Glass,Sarah J. Maas,2019,9781547604319,Bloomsbury,Bloomsbury,Miniature Edition,Fantasy,"Fantasy Romance, Contemporary Romance",Fiction,Throne of Glass,1,£12.99,404,English,1,1,1,
The Assassin's Blade,Sarah J. Maas,2019,9781547604326,Bloomsbury,Bloomsbury,Miniature Edition,Fantasy,"Fantasy Romance, Contemporary Romance",Fiction,Throne of Glass,0,£12.99,435,English,1,1,1,
House of Sky and Breath,Sarah J. Maas,2022,9781408884423,Bloomsbury,Bloomsbury,Butchered Hardback,Fantasy,"Fantasy, Romance, Modern & Contemporary Fiction",Fiction,Crescent City,2,£16.99,805,English,1,1,1,
Throne of Glass,Sarah J. Maas,2012,9781408832332,Bloomsbury,Bloomsbury,Paperback,Fantasy,"Fantasy Romance, Contemporary Romance",Fiction,Throne of Glass,1,£8.99,403,English,1,1,2,
Tower of Dawn,Sarah J. Maas,2017,9781408887974,Bloomsbury,Bloomsbury,Paperback,Fantasy,"Fantasy Romance, Contemporary Romance",Fiction,Throne of Glass,6,£8.99,660,English,1,1,1,
Kingdom of Ash,Sarah J. Maas,2018,9781408872918,Bloomsbury,Bloomsbury,Paperback,Fantasy,"Fantasy Romance, Contemporary Romance",Fiction,Throne of Glass,7,£8.99,984,English,1,1,1,
Crown of Midnight,Sarah J. Maas,2013,9781408834947,Bloomsbury,Bloomsbury,Paperback,Fantasy,"Fantasy Romance, Contemporary Romance",Fiction,Throne of Glass,2,£8.99,422,English,1,1,1,
Heir Of Fire,Sarah J. Maas,2014,9781408839126,Bloomsbury,Bloomsbury,Paperback,Fantasy,"Fantasy Romance, Contemporary Romance",Fiction,Throne of Glass,3,£8.99,561,English,1,1,1,
Throne of Glass,Sarah J. Maas,2018,9781526605283,Bloomsbury,Bloomsbury,Hardback,Fantasy,"Fantasy Romance, Contemporary Romance",Fiction,Throne of Glass,1,na,421,English,1,1,1,
Life of Pi,Yann Martel,2003,9781841953922,Canongate,na,Paperback,Modern & Contemporary Fiction,Modern & Contempary Fiction,Fiction,na,na,£7.99,319,English,1,0,1,
All i said was true,Imran Mahmood,2022,9781526647535,Bloomsbury,Raven Books,Trade Paperback,Crime & Mystery,Crime and Mystery,Fiction,na,na,na,303,English,1,0,1,
A Game of Thrones,George R R Martin,2011,9780007448036,Harper Collins,Harper Voyager,Paperback,Fantasy,Fantasy,Fiction,A Song of Ice and Fire,1,£8.99,780,English,0,1,2,
A Dance with dragons 1: Dreams and Dust,George R R Martin,2012,9780007466061,Harper Collins,Harper Voyager,Paperback,Fantasy,Fantasy,Fiction,A Song of Ice and Fire,5.1,£9.99,684,English,0,0,2,
Couping Rydberg atoms to superconducting microwave circuits,Alexandre Morgan,2019,na,na,na,na,Academic,PhD,non-fiction,na,na,na,142,English,0,0,1,
Critical,Matt Morgan,2019,9781471173066,Simon & Schuster,na,Paperback,Memoirs,"Autobiography, true story, science, medicine, technology",non-fiction,na,na,£9.99,260,English,0,0,1,
How to be a woman,Caitlin Moran,2011,9780091940744,Random House,Ebury Press,Paperback,Memoirs,"biography, true story, politics, humour, society and culture",non-fiction,na,na,£8.99,312,English,0,0,1,
Luka Modric,Luka Modric,2020,9781472982384,Bloomsbury,Bloomsbury Sport,Hardback,Memoirs,"Sport, autobiography, football",non-fiction,na,na,£18.99,289,English,0,0,1,
Ordinary Monsters,J.M. Miro,2022,9781526650047,Bloomsbury,na ,Trade Paperback,Fantasy,"sci-fi, fantasy, horror, modern and contempary fiction ",fiction,The Talents Series,1,na,656,English,1,0,1,
Girl one,Sara Flannery Murphy,2021,9781526637420,Bloomsbury,Raven Books,Trade Paperback,Modern & Contemporary Fiction,Modern and contempary fiction,Fiction,na,na,na,353,English,0,0,1,
Still me ,Jojo Moyes,2019,9781405924207,Random House,Penguin Books,Paperback,Romance,Modern and contempary fiction,fiction,na,na,£8.99,469,English,0,0,1,
Girl one,Sara Flannery Murphy ,2021,9781526637475,Random House,Penguin Books,Paperback,Modern & Contemporary Fiction,Modern and contempary fiction,fiction,na,na,£8.99,356,English,0,0,2,
The Offing,Benjamin Myers,2020,9781526611307,Bloomsbury,na,paperback,Modern & Contemporary Fiction,"modern and comtempary fiction, historical fiction",fiction,na,na,£8.99,260,English,0,0,1,
Cuddy,Benjamin Myers,2023,9781526631480,Bloomsbury,na,proof,Modern & Contemporary Fiction,Modern and contempary fiction,Fiction,na,na,na,403,English,0,0,1,
How high we go in the dark,Sequoia Nagamatsu,2022,9781526637192,Bloomsbury,na,Proof,Science Fiction,"scifi, modern and contempary fiction",Fiction,na,na,na,287,English,1,1,1,
The railway children,Edith Nesbit,1995,9780140621624,Penguin Group,na,Paperback,Classic Fiction,childrens classic fiction,Fiction,na,na,na,212,English,0,0,1,
The knife of never letting go,Patrick Ness,2014,9781406357981,Walker Books,na,Paperback,Young Adult,"Teen and young adult, scifi",Fiction,Chaos walking,1,£7.99,512,English,1,0,1,
The ask and the answer,Patrick Ness,2011,9781406339864,Walker Books,na,Paperback,Young Adult,"Teen and young adult, scifi",Fiction,Chaos walking,2,£7.99,516,English,1,0,1,
Monsters of Men,Patrick Ness,2011,9781406339871,Walker Books,na,Paperback,Young Adult,"Teen and young adult, scifi",Fiction,Chaos walking,3,£7.99,603,English,1,0,1,
Becoming,Michelle Obama,2018,9780241334140,penguin random House,viking,hardback,Memoirs,"memoir, history, politics, biography",non-fiction,na,na,£25.00,426,English,0,0,1,
Wuthering Heights,Emily bronte,2000,9781853260018,wordsworth,na,paperback,Classic Fiction,classic fiction,fiction,na,na,na,248,English,1,0,2,
Humankind ,Rutger bregman,2021,9781408898956,Bloomsbury,na,paperback,Philosophy,"ethics and moral philosophy, pyschology ",non-fiction,na,na,£9.99,465,English,0,0,1,
Songs in ursa major,Emma brodie,2022,9780008435301,Harper Collins,na,Paperback,Romance,"Romance, modern and contempary fiction",Fiction,na,na,£8.99,392,English,1,0,1,
The DaVinci Code,Dan Brown,2004,9780552149518,Corgi,na,paperback,Crime & Mystery,Thriller,Fiction,Robert Langdon,2,£6.99,604,English,0,0,1,
A short history of nearly everything,Bill bryson,2004,9780552997041,Black swan,na,paperback,Popular Science,Popular science,non-fiction,na,na,£8.99,686,English,0,0,1,
The Five sorrowful mysteries of Andy africa,Stephen Buoro,2023,9781526638021,Bloomsbury,na,Proof,Modern & Contemporary Fiction,Modern and contempary fiction,Fiction,na,na,na,311,English,0,0,1,
medusa,Jessie Burton,2021,9781526646613,Bloomsbury,Bloomsbury ya,Proof,Young Adult,"Fantasy, YA",Fiction,na,na ,na,207,English,1,1,1,
Prosecco drinking games,Abbie Cammidge,2018,9781911026426,Ryland peters and small,dog and bone books,hardback,Gifts,"parties, etiquette and entertaining",non-fiction,na,na,£7.99,64,English,0,0,1,
Alices adventures in wonderland,Lewis Carroll,1899,na,Macmillan and co,na,hardback,Classic Fiction,Classic kids fiction,fiction,Alice in wonderland collection,1,na,122,English,0,0,1,
Queenie,Candice Carty-Williams,2020,9781409180074,hachette,Orion,Paperback,Modern & Contemporary Fiction,"Modern and contempary fiction, romance",Fiction,na,na,£8.99,391,English,1,0,1,
Iron Annie,Luke Cassidy,2022,9781526636003,Bloomsbury,na,Paperback,Modern & Contemporary Fiction,"modern and comtempary fiction, Thriller",Fiction,na,na,£8.99,292,English,0,0,1,
Small Pleasures,Clare Chambers,2021,9781474613903,hachette,Orion,Paperback,Modern & Contemporary Fiction,"Modern and contempary fiction, romance",Fiction,na,na,£8.99,350,English,0,0,1,
Outraged,Ashley Dotty Charles,2021,9781526625151,Bloomsbury,Bloomsbury circus,Proof,Sociology,"Sociology, politics and goverment",non-fiction,na,na,na,139,English,0,0,1,
Dont swipe right ,L.M.Chilton,2023,9781837930258,Bloomsbury,Head of Zeus,Proof,Crime & Mystery,"Thriller, romance, crime and mystery",Fiction,na,na,na,290,English,0,0,1,
Poirot in the orient omnibus,Agatha Christie,2001,9780007120727,harper collins,na,Paperback,Classic Fiction,classic crime,fiction,na,na,£9.99,578,English,0,0,1,
Piranesi,Susanna Clarke,2020,9781526623263,Bloomsbury,na,Proof,Modern & Contemporary Fiction,"Modern and contempary fiction, fantasy",Fiction,na,na,na,245,English,1,0,1,
The Flower Girls,Alice Clark-Platts,2019,9781526607010,bloomsbury,raven Books,Proof,Crime & Mystery,"Crime and Mystery, Thriller",Fiction,na,na,na,329,English,0,0,1,
The Cove,Alice Clark-Platts,2022,9781526604286,bloomsbury,raven Books,Proof,Crime & Mystery,"Crime and Mystery, Thriller",Fiction,na,na,na,260,English,0,0,1,
The Binding,Bridget Collins,2019,9780008272142,harper Collins,Borough Press,paperback,Fantasy,"modern and contempary fiction, fantasy, romance",Fiction,na,na,£8.99,438,English,1,1,1,
Cult Classic,Sloane Crosley,2022,9781526636430,bloomsbury,Bloomsbury Circus,Trade Paperback,Modern & Contemporary Fiction,"Modern and contempary fiction, romance",Fiction,na,na,£13.99,282,English,1,0,1,
One,Sarah Crossan,2015,9781408863114,Bloomsbury,na,Proof,Children's & Teenage,Childrens Fiction,Fiction,na,na,na,432,English,1,0,1,
Klara and the sun,Kazou Ishiguro,2021,9780571364879,Faber & Faber,na,Hardback,Modern & Contemporary Fiction,Modern and contempary fiction,Fiction,na,na,£20.00,307,English,1,0,1,
You me everything,Catherine Isaac,2018,9781471149146,Simon & Schuster,na,Paperback,Romance,"Modern and contempary fiction, romance",Fiction,na,na,£7.99,421,English,0,0,1,
They're going to love you,Meg Howrey,2022,9781526655820,Bloomsbury,na,hardback,Modern & Contemporary Fiction,Modern and contempary Fiction,Fiction,na,na,£16.99,274,English,1,0,1,
Hungry Ghosts,Kevin Jared Hosein,2023,9781526644497,Bloomsbury,na,Proof,Modern & Contemporary Fiction,"Modern and contempary fiction, historical fiction",Fiction,na,na,na,327,English,1,0,3,
It ends with us,Colleen Hoover,2016,9781471156267,Simon & Schuster,na,Paperback,Romance,Romance,Fiction,na,na,£8.99,373,English,1,0,1,
The man who loved only numbers ,Paul Hoffman ,1998,9781857028119,Fourth Estate,na,hardback,Popular Science,"History of mathematics, science, technology, biography",Non-fiction,na,na,£12.99,302,English,0,0,1,
Dune,Frank Herbert,2021,9781473233959,hachette,Orion,hardback,Science Fiction,science fiction,Fiction,The Dune Chronicles,1,£25.00,609,English,0,0,1,
Other Peoples clothes,Calla Henkel,2021,9781529392098,Hachette,Hodder and stoughton,Hardback,Modern & Contemporary Fiction,"modern and contempary fiction, crime, mystery",Fiction,na,na,£14.99,321,English,0,0,1,
Last house before the mountain,Monika Helfer,2023,9781526658807,Bloomsbury,na,Proof,Historical Fiction,"Historical fiction, world war 1",Fiction,na,na,na,177,English,0,0,1,
Channel coast of France,Paul Heiney,2022,9781472985699,Bloomsbury,Adlard Coles,FlexiBack,Travel & Holiday Guides,sailing,Non-fiction,na,na,£18.99,160,English,0,0,1,
The summer party,Rebecca Heath,2023,9781804541005,Bloomsbury,Head of zeus,Proof,Crime & Mystery,"Crime, mystery, thriller",Fiction,na,na,na,412,,0,0,1,
A brief history of time,Stephen hawking,2016,9780857501004,Penguin Random House,Transworld,Paperback,Popular Science,"popular science, cosmology, universe",non-fiction,na,na,£8.99,253,,0,0,1,
Spare,Harry Windsor,2023,9780857504791,Penguin Random House,Transworld,hardback,Memoirs,"memiors, royal, autobiography",non-fiction,na,na,£28.00,410,,0,0,1,
The House with the golden door,Elodie Harper,2022,9781838933586,Bloomsbury,Head of zeus,Trade Paperback,Historical Fiction,Historical Fiction,fiction,Wolf Den Trilogy,2,£14.99,489,,0,0,1,
The Wolf Den,Elodie Harper,2021,9781838933555,Bloomsbury,Head of zeus,Paperback,Historical Fiction,Historical Fiction,fiction,Wolf Den Trilogy,1,£8.99,455,,1,0,1,
Sapiens,Yuval Noah Harari,2014,9780099590088,Penguin Random house,Vintage,paperback,Sociology,"general and world history, anthropology",non-fiction,Yuval Noah Harari collection,1,£9.99,498,,0,0,1,
The Appeal,Janice Hallett,2021,9781788165303,profile books,serpents tail,paperback,Crime & Mystery,"crime, mystery",fiction,na,na,£8.99,460,,0,1,1,
Notes on a nervous planet,Matt Haig,2018,9781786892676,Canongate,na,Hardback,Memoirs,"memiors, anxiety",non-fiction,na,na,£12.99,310,,1,0,1,
A court of Thorns and Roses,Sarah J. Maas,2020,9781526605399,Bloomsbury,Bloomsbury ya,Paperback,Fantasy,"Fantasy, romance",Fiction,ACOTAR,1,£8.99,419,,1,1,1,
A court of mist and fury,Sarah J. Maas,2020,9781526617163,bloomsbury,Bloomsbury ya,Paperback,Fantasy,"Fantasy, romance",Fiction,ACOTAR,2,£8.99,626,,1,1,1,
A Court of Wings and ruin,Sarah J. Maas,2020,9781526617170,bloomsbury,Bloomsbury ya,Paperback,Fantasy,"Fantasy, romance",Fiction,ACOTAR,3,£8.99,703,,1,1,1,
A court of thorns and Roses -  Collectors edition,Sarah J. Maas,2019,9781547604173,bloomsbury,Bloomsbury ya,hardback,Fantasy,"Fantasy, romance",Fiction,ACOTAR,1,£29.99,433,,1,1,1,
The Assassins blade,Sarah J. Maas,2014,9781408851982,bloomsbury,Bloomsbury ya,Paperback,Fantasy,"Fantasy, romance",Fiction,Throne of Glass,0,£8.99,434,,1,1,1,
House of Earth and Blood,Sarah J. Maas,2021,9781526622884,bloomsbury,na,Paperback,Fantasy,"Fantasy, romance",Fiction,Crescent City,1,£9.99,797,,1,1,1,
House of Sky and Breath,Sarah J. Maas,2022,9781408884423,bloomsbury,na,hardback,Fantasy,"Fantasy, romance",Fiction,Crescent City,2,£16.99,798,,1,1,1,
My own worst enemy,Lily Lindon,2023,9781801107617,bloomsbury,Head of Zeus,proof,Romance,"contempary romance, lgbtq",Fiction,na,na,na,386,,0,0,1,
Think big,Dr Grace Lordan,2021,9780241420164,Penguin Random house,penguin life,paperback,Careers,"Careers guidance, education, psycology",non-fiction,na,na,£14.99,325,,0,0,1,
You are not alone,Cariad Lloyd,2023,9781526621832,bloomsbury,na,proof,Sociology,"Death, sociology, anthropology",non-fiction,na,na,na,269,,0,0,1,
The masters tools will never dismantle the masters house,Audre Lorde,2017,9780241339725,Penguin Random House,Penguin classics,paperback,Feminist Theory,"literary essays, social discrimation, inequality",non-fiction,na,na,£2.00,51,,0,0,1,
No one is talking about this,Patricia Lockwood,2021,9781526629760,bloomsbury,Bloomsbury circus ,Hardback,Modern & Contemporary Fiction,modern & contempary fiction,fiction,na,na,£14.99,210,,1,0,1,
I may be wrong,Bjorn natthiko Lindeblad,2022,9781526644824,bloomsbury,na,hardback,Memoirs,"Memiors, religion, budism",non-fiction,na,na,£16.99,237,,1,0,1,
The phantom of the opera,Gaston Leroux,1995,9780140621747,Penguin books,na,paperback,Classic Fiction,classic fiction,fiction,na,na,na,270,,0,0,1,
